a,rc,beta,delta,eta,rd,c_star,s_star,i_star,eig1_real,eig1_imag,eig2_real,eig2_imag
0.1,3.0,1.0,9.0,5.0,14.0,1.3859127678271078e-21,-5.849566314775504e-26,1.0,-1.2999999670000002,0.0,22.1199998688,0.0
0.1,3.0,1.0,9.0,7.0,6.0,1.382728931524523e-21,-5.832803790911536e-26,1.0,-1.2999999670000002,0.0,22.1199998688,0.0
0.1,3.0,1.0,9.0,7.0,6.0,0.4526454983787555,-8.231741615648093e-23,0.7609640615970227,0.991993508688544,0.0,18.17997951525025,0.0
0.1,3.0,1.0,9.0,7.0,8.0,1.3889844407307447e-21,-5.854612251229799e-26,1.0,-1.2999999670000004,0.0,22.1199998688,0.0
0.1,3.0,1.0,9.0,7.0,8.0,0.5062657023674224,-3.3867845185945056e-19,0.7757331587806179,0.8287319546289643,0.0,18.346191600054553,0.0
0.1,3.0,1.0,9.0,7.0,8.0,0.992966622178356,-2.811625775210302e-25,0.13726512633474286,-2.1654128661126455,0.0,12.559948095526618,0.0
0.1,3.0,1.0,9.0,7.0,10.0,1.3927480077571327e-21,-5.867688391105815e-26,1.0,-1.2999999670000002,0.0,22.1199998688,0.0
0.1,3.0,1.0,9.0,7.0,10.0,0.5616808500082542,1.624195424446461e-26,0.7791602359138036,0.648912797328012,0.0,18.35035674868645,0.0
0.1,3.0,1.0,9.0,7.0,10.0,0.9441911443531813,1.8166269501223533e-28,0.3759521580475209,-1.2947022581270256,0.0,13.732352376429816,0.0
0.1,3.0,1.0,9.0,7.0,12.0,1.3952615016168969e-21,-5.876402838918178e-26,1.0,-1.2999999670000002,0.0,22.1199998688,0.0
0.1,3.0,1.0,9.0,7.0,12.0,0.6335197181932155,2.060837110422743e-23,0.7658807805518935,0.3997612926499087,0.0,18.102163246297682,0.0
0.1,3.0,1.0,9.0,7.0,12.0,0.8541858095899452,6.7161305496943e-31,0.5743805182388491,-0.5811170938849002,0.0,15.549287972385386,0.0
0.1,3.0,1.0,9.0,7.0,14.0,1.3970588738577886e-21,-5.882628831167998e-26,1.0,-1.299999967,0.0,22.1199998688,0.0
0.1,3.0,3.0,3.0,0.5,6.0,-1.2727561809447095e-25,-1.636759852439973e-25,1.0,-3.299999967,0.0,16.1199998688,0.0
0.1,3.0,3.0,3.0,0.5,8.0,-1.2217441207300435e-25,-1.6359885252009657e-25,1.0,-3.299999967,0.0,16.1199998688,0.0
0.1,3.0,3.0,3.0,0.5,10.0,-1.1905309284924693e-25,-1.6355181977011068e-25,1.0,-3.299999967,0.0,16.1199998688,0.0
0.1,3.0,3.0,3.0,0.5,12.0,-1.1694687737313759e-25,-1.6352015440033704e-25,1.0,-3.299999967,0.0,16.1199998688,0.0
0.1,3.0,3.0,3.0,0.5,12.0,3.1155537598758988e-27,2.496834734271887,2.5585459225666414,-83.65182899517144,0.0,15.092865427213175,0.0
0.1,3.0,3.0,3.0,0.5,12.0,1.3149367812391622e-23,1.6387677623491246,1.671389944728689,-36.127053949529326,0.0,-8.03477993184918,0.0
0.1,3.0,3.0,3.0,0.5,14.0,-1.154299425339723e-25,-1.634973544712834e-25,1.0,-3.299999967,0.0,16.1199998688,0.0
0.1,3.0,3.0,3.0,0.5,14.0,3.2726463895122882e-21,3.0514270233644116,2.9952586169111273,-122.3752568160891,0.0,31.681065585205783,0.0
0.1,3.0,3.0,3.0,0.5,14.0,9.337286037547694e-25,1.5040921799693376,1.484777132681053,-30.034326749532735,0.0,-11.096257563451847,0.0
0.1,3.0,3.0,3.0,1.0,6.0,-1.2320400497681003e-25,-1.636144078710714e-25,1.0,-3.299999967,0.0,16.1199998688,0.0
0.1,3.0,3.0,3.0,1.0,8.0,-1.1905254742588668e-25,-1.6355181052564695e-25,1.0,-3.299999967,0.0,16.1199998688,0.0
0.1,3.0,3.0,3.0,1.0,10.0,-1.1652276448822418e-25,-1.6351377572036123e-25,1.0,-3.299999967,0.0,16.1199998688,0.0
